Product ID,Product Name,Price,Images,About this Item
B0CW3JRLH1,"Xiaomi 14 (Black, 12GB RAM, 512GB Storage) | 50MP Leica Professional Optics | 120 Hz 1.5K LTPO AMOLED | SD 8 Gen 3 Hyper OS","₹69,999",https://m.media-amazon.com/images/I/714PYaZXuiL._AC_UY218_.jpg," 50MP Leica professional optics helps in capture images in great detail. Light Fusion 900 image sensor with extremely high dynamic range for clear backlit shots. The 50MP Telephoto-Macro (75mm Leica portrait) and 50MP Ultra-wide lens enables you to capture in different perspectives. Xiaomi 14 can supports 8K video recording and also can record in Dolby Vision for a professional cinematography experience The 6.36 inch 1.5K 120Hz LTPO AMOLED display with a peak brightness of 3000nits meets the most demanding needs and provides the best viewing experience. The display reproduces 68 Billion+ colours with DC dimming across the brightness range. It is protected by Corning Gorilla Glass Victus Xiaomi 14 boots with Xiaomi's HyperOS out of the box. HyperOS is based on Android 14 The flagship Snapdragon 8 Gen 3, 4nm processor is designed to provide groundbreaking performance. The processor is coupled with fast UFS 4.0 Storage and LPDDR5X RAM for extreme performance. The Xiaomi IceLoop, a proprietory cooling system helps in keeping the phone temperatures in check even at peak performance Xiaomi 14 Supports upto 90W of Wired fast charging amd 50W of Fast wireless charging. 120W Hypercharger provided in the box. › See more product details"
B09Z6C8VTH,"(Refurbished) OPPO F21 Pro 5G (Rainbow Spectrum, 8GB RAM, 128 Storage)","₹14,999",https://m.media-amazon.com/images/I/71XcMiRMC1L._AC_UY218_.jpg, Display Type: Fhd+ › See more product details
B07WHQMR25,"iQOO Z9 5G (Brushed Green, 8GB RAM, 256GB Storage) | Dimensity 7200 5G Processor | Sony IMX882 OIS Camera | 120Hz AMOLED with 1800 nits Local Peak Brightness | 44W Charger in The Box","₹21,999",https://m.media-amazon.com/images/I/61pt59LW-lL._AC_UY218_.jpg," Fully Loaded Performance - Powered by MediaTek Dimensity 7200 built on flagship grade TSMC 2nd Gen 4nm process with a clock speed of 2.8GHz Fully Loaded Camera - Experience Impressive camera shots with 50 MP Sony IMX882 OIS camera, 4K video recording with OIS, Super Night Mode, 2x Portrait Zoom, 50 MP UHD Mode Fully Loaded Display - 16.9cm(6.67"") 120Hz Full HD+ AMOLED Display with 1800 nits local peak brightness, Certified by SGS Eye Care Display, DT Star2-Plus Glass protection, HDR playback supported Fast & Fully Loaded Battery - 5000mAh long-lasting battery with 44W FlashCharge 7.83mm Slim Design, Dual Stereo Speakers, IP54 Rated, Extended RAM up to 8GB, FunTouch OS 14 Powered by Android 14 › See more product details"
B0CNX82VVQ,"Redmi 13C 5G (Startrail Silver, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","₹10,499",https://m.media-amazon.com/images/I/81Z1scL6HvL._AC_UY218_.jpg," Processor: Powerful MediaTek Dimensity 6100+ 5G SoC | 8GB of RAM including 4GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Dual camera |Fast Side fingerprint | 5000mAh Battery 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode 50MP AI Dual camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter | › See more product details"
B0CQ81YJ6R,"itel A70 (4GB RAM, 256GB ROM) Upto 12GB RAM with Memory Fusion | 13MP Dual Rear Camera & 8MP Front Camera | 5000mAh with Type-C | Dynamic Bar | Side Fingerprint | Octa-Core Processor | Azure Blue","₹7,499",https://m.media-amazon.com/images/I/61FVjhemmLL._AC_UY218_.jpg, Powerful Performance: Up to 12GB RAM with Memory Fusion & 256GB Storage Crystal Clear Shots: 13MP AI Dual Rear Camera Long-lasting Battery: 5000mAh for extended usage Convenient Charging: Type-C Charging Sleek Design: Display with Dynamic Bar in Azure Blue Color › See more product details
B0869BGNLD,"OPPO Find X2 (Black, 12GB RAM, 256GB Storage) with No Cost EMI/Additional bank Offers","₹47,990",https://m.media-amazon.com/images/I/91-2d0XeliL._AC_UY218_.jpg," 48MP (Sony IMX586 Sensor) wide-angle lens (f/1.7 aperture) rear camera, 12MP (Sony IMX708 Sensor) ultra-wide-angle lens (f/2.2 aperture), 13MP (f/2.4 aperture) telephoto camera | 32MP front facing camera 17.01 centimeters (6.7-inch) OLED curved screen with 120Hz ultra-high refresh rate, QHD+ display 3168 x 1440 pixels resolution, 513 ppi pixel density Memory, Storage & SIM: 12GB RAM (LPDDR5) | 256GB (UFS 3.0) internal memory | Dual Nano SIM Color OS 7.1 based on Android v10.0 operating system with 2.8GHz Qualcomm Snapdragon 865 octa core processor, Adreno 650 GPU Innovative 65W SuperVOOC flash charging brings the 4260 mAh battery to 40% in just 10 minutes, fully charging in 38 minutes providing talk-time of 37.8 hours and standby time of 378 hours 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase Box also includes: Type-C cable, earphone, adapter, SIM tray ejector, protective case, booklet with warranty card and quick guide Find X2 Screen provide the widest range of colors among all Android phones, capable of presenting 1 billion+ colors. Support HDR10 video with superior effect of grayscale transition display. O1 Ultra Vision ensures excellent image quality, and even ordinary videos can be transformed into high-frame-rate HDR masterpieces. Combined with Dolby Atmos and dual stereo speakers. Snapdragon 865 + Dual-mode 5G |RAM : 12GB (LPDDR5) + Storage: 256GB ROM (UFS 3.0) |ColorOS 7.1 based on Android 10.0 Show More"
B07WFPN277,"iQOO Neo9 Pro 5G (Conqueror Black, 12GB RAM, 256GB Storage) | Snapdragon 8 Gen 2 Processor | Supercomputing Chip Q1 | Flagship Level Sony IMX920 Camera","₹38,999",https://m.media-amazon.com/images/I/61p6Zeag-7L._AC_UY218_.jpg," Flagship Level Performance - Snapdragon 8gen2 Mobile platform based on TSMC 4nm process with tri cluster architecture of 1+4+3 which is clocked at 3.2GHz. Dual chip power - Dedicated flagship supercomputing chip Q1 with 900P Level of game super resolution and 144fps Game frame interpolation for lag free gaming experience along with MEMC & super resolution in Videos. Flagship level camera - Primary 50MP Sony IMX920 Night vision camera with OIS, 4K video recording at Night and upto 8K video recording during day time, 2x Portrait, Live photo and Supermoon modes. 8MP Ultra-wide angle camera with 116 degree field angle. 6.78″ 144 Hz LTPO AMOLED Display - 1.54mm ultra narrow side bezels and 3000nits local peak brightness, 2160Hz PWM dimming, SGS eye care display. Fast and long lasting battery - 5160mAh high performance battery, 50% charge in 11min › See more product details"
B0C2J3NV7K,"Samsung F14 5G (OMG Black, 6GB RAM, 128GB Storage)","₹10,850",https://m.media-amazon.com/images/I/61YKCZs9N0L._AC_UY218_.jpg, Front Camera Fingerprint Scanner › See more product details
B0CSDQG3JN,"HONOR X9b 5G (Sunrise Orange, 8GB + 256GB) | India's First Ultra-Bounce Anti-Drop Curved AMOLED Display | 5800mAh Battery | 108MP Primary Camera | Without Charger","₹22,999",https://m.media-amazon.com/images/I/81iFOkV76DL._AC_UY218_.jpg," HONOR Ultra-Bounce Anti-Drop Display - An industry-first offering 360° whole-device protection. Its three-level protection system ensures comprehensive drop resistance for the screen, frame, and internal components. 5800mAh Upto 3-Day Battery - The HONOR X9b boasts a high-energy-density 5800mAh DXOMARK Gold Li-Po battery, showcasing its durability with over 80% battery health retention after 3 years and 1000 charging cycles. Stunning AMOLED Display - The HONOR X9b showcases a 6.78-inch curved AMOLED display with 120Hz refresh rate, 1200 nits peak brightness, and 92.8% screen-to-body ratio, providing crystal-clear details for an immersive viewing experience with its 1200x2652 pixel resolution. High Power Experience - The HONOR X9b delivers a robust Android 13 experience with MagicOS 7.2, powered by a Qualcomm Snapdragon 6 Gen 1 (4nm) chipset for efficient multitasking and powerful performance. Plus, enjoy exceptional gaming with the Adreno 710 GPU. Captivating Photography - The HONOR X9b features a triple-camera setup with a 108MP wide, 5MP ultrawide, and 2MP macro camera for detailed exploration, offering high-quality 4K photo and video recording. Plus, enjoy exquisite selfies with its 16MP front camera. › See more product details"
B0BR87V71Q,"TECNO Phantom X2 Pro 5G Mars Orange (12GB RAM,256GB Storage) | World's 1st Retractable 50MP Portrait Lens | World's 1st 4nm Dimensity 9000 5G Processor","₹44,999",https://m.media-amazon.com/images/I/61eqk0PFCdL._AC_UY218_.jpg," 50MP F1.49 Ultra large Aperture retractable Portrait lens | 50MP ISOCELL 3.0 with 7P Lens for noise reduction | 7th Gen IMAGIQ 790 ISP with extraordinary computing power | 5th Gen AI Processor APU 590 | 32MP Selfie camera World's 1st 4nm Dimensity 9000 5G Processor | 5G Bands with 3CC Carrier aggregation and dual SIM dual active 5G | Segment best overall One Million Antutu score for beasty performance 6.8"" FHD+ Dual Curved AMOLED display for truly brilliant vision | 120Hz Refresh rate | 360Hz Touch Sampling rate | Super smooth touch resonse 12GB LPDDR5 RAM and UFS3.1 256GB ROM | MemFusion 2.1 RAM Extension upto 5GB to make the total RAM as 17GB | LPDDR5 RAM provide 1.5x faster speed than previous generation RAM 5160mAh segment best Battery | 45W In-box Charger | Anti-oil ultra fast In-display Fingerprint Sensor | NFC | World's first 100% renewable fiber back cover (Mars Orange Color) | Loop Design Award 2022 for a superior design The product is configured to work only in India. Please get in touch with Tecno customer service to unlock your device if you want to use it in other countries. › See more product details"
